FullName,PlayerName,Affiliation,Champions League,League,League Nation,Jersey,Birth Date,Age,Height (meters),Position,Foot,Agent,Agent Yes/No,PlayerSponsor,Nationality,Nation/League,Continent,Games Played,2018/19 Games Played,Market Value (Euros),Accumulated Transfer Sums (Euros),Highest Market Value (Euros),Highest Market Value Date,Years Since Peak,NationalTeamCaps,MostRecentInjury
,Filip Djuricic,Sassuolo,No,Serie A,Italy,#10,1/30/1992,27,1.81,Midfielder ,right,SEG,Yes,Other,Serbia,No,UEFA,2,0,1500000,9000000,7000000,41290,6,25,NA
,Quentin Boisgard,Toulouse,No,Ligue 1,France,#11,3/17/1997,22,1.74,Midfielder ,right,score agencies,Yes,Other,France,Yes,UEFA,0,0,1500000,0,1500000,43735,0,0,NA
Pol Lozano Vizuete,Pol Lozano,Espanyol,No,LaLiga,Spain,#26,10/6/1999,20,1.76,Midfielder ,right,MagicPlayers,Yes,Other,Spain,Yes,UEFA,0,0,1500000,0,1500000,43718,0,4,NA
,Jimmy Tabidze,Ufa,No,Premier Liga,Russia,#55,3/18/1996,23,1.87,Defender ,right,Vision Foot,Yes,Other,Georgia,No,UEFA,1,0,1500000,100000,1500000,43454,0,11,NA
Alejandro Remiro Gargallo,Alex Remiro,Real Sociedad,No,LaLiga,Spain,#1,3/24/1995,24,1.91,Goalkeeper,right,Feel Winner,Yes,Other,Spain,Yes,UEFA,5,0,1500000,0,1500000,43101,0,0,NA
,Eli Dasa,Vitesse,No,Eredivisie,Netherlands,#17,12/3/1992,26,,,right,Soccer Mondial AG,Yes,Other,Israel,No,UEFA,0,0,1500000,600000,1500000,43644,0,25,NA
,Ivan Ordets,Dinamo Moscow,No,Premier Liga,Russia,#18,7/8/1992,27,1.94,Defender ,right,ME,No,Other,Ukraine,No,UEFA,1,0,1500000,0,3500000,43112,1,12,"Indirect card suspension - Premier Ligauntil Nov 24, 2019"
,Vitali Denisov,Rubin Kazan,No,Premier Liga,Russia,#29,2/23/1987,32,1.78,Defender ,left,NA,No,Other,Uzbekistan,No,AFC,0,0,1500000,0,7000000,42375,3,72,NA
,Liam Henderson,Hellas Verona,No,Serie A,Italy,#8,4/25/1996,23,1.83,Midfielder ,right,NA,No,Other,Scotland,No,UEFA,0,23,1400000,120000,1500000,43269,1,9,NA
,Santiago Colombatto,Sint-Truiden,No,Jupiler Pro League,Belgium,#5,1/17/1997,22,1.79,Midfielder ,left,Twenty Two S.A.,Yes,Nike,Argentina,No,CONMEBOL,0,21,1400000,50000,1400000,43482,0,3,NA
,Antonio Di Gaudio,Hellas Verona,No,Serie A,Italy,#23,8/16/1989,30,1.69,Forward ,right,TMP SOCCER srl ,Yes,Other,Italy,Yes,UEFA,21,14,1400000,2800000,2000000,42723,3,0,"Suspended - Serie Auntil Dec 31, 2019"
,Vasco Regini,Sampdoria,No,Serie A,Italy,#19,9/9/1990,29,1.85,Defender ,left,M.A.R.A.T. Football ...,Yes,Other,Italy,Yes,UEFA,0,4,1400000,2100000,3500000,41821,5,5,NA
,Mikhail Sivakov,Orenburg,No,Premier Liga,Russia,#3,1/16/1988,31,1.87,Defender ,both,ProStar,Yes,Other,Belarus,No,UEFA,0,0,1400000,750000,1400000,43630,0,25,NA
Deiver Andres Machado Mena,Deiver Machado,KAA Gent,No,Jupiler Pro League,Belgium,NA,9/2/1993,26,1.72,Defender ,left,Riosfutbol,Yes,Other,Colombia,No,CONMEBOL,0,0,1400000,0,1400000,43457,0,3,NA
Lumor Agbenyenu,Lumor,RCD Mallorca,No,LaLiga,Spain,#3,8/15/1996,23,1.75,Defender ,left,think forward,Yes,Other,Ghana,No,CAF,0,0,1400000,2500000,2500000,43138,1,11,NA
,Hichem Boudaoui,OGC Nice,No,Ligue 1,France,#28,9/23/1999,20,1.73,Midfielder ,right,GRINTA,Yes,Nike,Algeria,No,CAF,0,0,1400000,4000000,1400000,43704,0,6,NA
,Samuel Asamoah,Sint-Truiden,No,Jupiler Pro League,Belgium,#12,3/23/1994,25,1.66,Midfielder ,right,LionShare,Yes,Other,Ghana,No,CAF,0,26,1300000,0,1300000,43626,0,0,NA
,Gaetan Hendrickx,RSC Charleroi,No,Jupiler Pro League,Belgium,#22,3/30/1995,24,1.75,Midfielder ,right,Gallea Gestion S.A,Yes,Other,Belgium,Yes,UEFA,0,21,1300000,0,1300000,43461,0,6,NA
Keagan Larenzo Dolly,Keagan Dolly,Montpellier,No,Ligue 1,France,#20,1/22/1993,26,1.70,Forward ,left,Siyavuma,Yes,Other,South Africa,No,CAF,0,3,1300000,2300000,1500000,42887,2,14,NA
,Idriss Saadi,Cercle Brugge,No,Jupiler Pro League,Belgium,#9,2/8/1992,27,1.80,Forward ,right,GROUPE USM,Yes,Other,Algeria,No,CAF,3,1,1300000,1500000,2000000,42824,2,2,NA
Fabiano Leismann,Fabiano,Boavista,No,Liga NOS,Portugal,NA,11/18/1991,28,1.88,Defender ,right,NA,No,Other,Brazil,No,CONMEBOL,0,0,1300000,1990000,1500000,42011,4,0,NA
Denilson Pereira Junior,Denilson,Tondela,No,Liga NOS,Portugal,#9,7/18/1995,24,1.88,Forward ,right,Pro Manager Sports ...,Yes,Other,Brazil,No,CONMEBOL,3,0,1300000,300000,1300000,43617,0,0,NA
Kevin Andres Agudelo Ardila,Kevin Agudelo,Genoa,No,Serie A,Italy,#28,11/14/1998,21,1.78,Midfielder ,left,Lions Sports AG,Yes,Other,Colombia,No,CONMEBOL,1,0,1300000,2500000,1300000,43746,0,0,NA
Sinan Gumus,Sinan Gumus,Genoa,No,Serie A,Italy,#10,1/15/1994,25,1.79,Forward ,left,EMG Mundial,Yes,Other,Germany,No,UEFA,0,0,1300000,0,3500000,42566,3,3,NA
Shamar Amaro Nicholson,Shamar Nicholson,RSC Charleroi,No,Jupiler Pro League,Belgium,#16,3/16/1997,22,1.92,Forward ,right,NA,No,Other,Jamaica,No,CONCACAF,2,0,1300000,1500000,1300000,43721,0,12,NA
,Zaurbek Pliev,Dinamo Moscow,No,Premier Liga,Russia,#3,9/27/1991,28,1.88,Defender ,left,Elite Consulting ...,Yes,Other,Russia,Yes,UEFA,0,0,1300000,1630000,1300000,43630,0,1,NA
,Mike te Wierik,FC Groningen,No,Eredivisie,Netherlands,#4,6/8/1992,27,1.88,Defender ,right,Eijkelkamp Pro ...,Yes,Other,Netherlands,Yes,UEFA,1,33,1250000,0,1250000,43628,0,4,NA
,Sheraldo Becker,Union Berlin,No,Bundesliga,Germany,#27,2/9/1995,24,1.80,Forward ,right,ROGON,Yes,Other,Netherlands,No,UEFA,0,33,1250000,200000,1250000,43628,0,0,NA
Jay-Roy Jornell Grot,Jay-Roy Grot,Vitesse,No,Eredivisie,Netherlands,#7,3/13/1998,21,1.93,Forward ,right,Wasserman ...,Yes,Other,Netherlands,Yes,UEFA,1,33,1250000,1600000,1250000,42996,0,1,NA
,Alexander Merkel,Heracles Almelo,No,Eredivisie,Netherlands,#52,2/22/1992,27,1.79,Midfielder ,right,AKA Global GmbH,Yes,Nike,Kazakhstan,No,UEFA,1,32,1250000,6500000,5000000,40919,7,3,NA
Navarone Chesney Kai Foor,Navarone Foor,Vitesse,No,Eredivisie,Netherlands,#25,2/4/1992,27,1.70,Midfielder ,both,Fortitude Player ...,Yes,Other,Netherlands,Yes,UEFA,0,30,1250000,0,1750000,42893,2,1,NA
Pol Llonch Puyaltó,Pol Llonch,Willem II,No,Eredivisie,Netherlands,#8,10/7/1992,27,1.71,Midfielder ,right,Media Base Sports,Yes,Other,Spain,No,UEFA,1,30,1250000,0,1250000,43628,0,0,NA
,Timon Wellenreuther,Willem II,No,Eredivisie,Netherlands,#1,12/3/1995,23,1.88,Goalkeeper,both,Bektas Demirtas,Yes,adidas,Germany,No,UEFA,18,29,1250000,0,1250000,43628,0,10,NA
,Akaki Gogia,Union Berlin,No,Bundesliga,Germany,#7,1/18/1992,27,1.78,Forward ,both,SportsTotal,Yes,Other,Germany,Yes,UEFA,0,28,1250000,1800000,1300000,42913,2,3,Cruciate Ligament Rupture: Return unknown
,Sven Michel,SC Paderborn,No,Bundesliga,Germany,#11,7/15/1990,29,1.79,Forward ,left,Karl M. Herzog ...,Yes,Other,Germany,Yes,UEFA,1,26,1250000,75000,1250000,43628,0,0,NA
,Ola John,Vit. Guimaraes,No,Liga NOS,Portugal,#8,5/19/1992,27,1.79,Forward ,right,Smart Sports Agency,Yes,adidas,Netherlands,No,UEFA,0,26,1250000,12000000,12000000,41457,6,1,Hamstring Injury: Return unknown
,Marcus Edwards,Vit. Guimaraes,No,Liga NOS,Portugal,#23,12/3/1998,20,1.76,Forward ,left,Base Soccer Agency ...,Yes,Other,England,No,UEFA,0,25,1250000,0,1250000,43537,0,8,NA
Rasmus Sebastian Holmén,Sebastian Holmen,Willem II,No,Eredivisie,Netherlands,#25,4/29/1992,27,1.88,Defender ,right,Jonas Svensson ...,Yes,Other,Sweden,No,UEFA,0,20,1250000,500000,1500000,43454,1,4,NA
,Kaj Sierhuis,FC Groningen,No,Eredivisie,Netherlands,#9,4/27/1998,21,1.80,Forward ,right,Muy Manero,Yes,Other,Netherlands,Yes,UEFA,3,17,1250000,0,1250000,43537,0,7,NA
,Leo Lacroix,Saint-Etienne,No,Ligue 1,France,#3,2/27/1992,27,1.97,Defender ,right,NA,No,Other,Switzerland,No,UEFA,1,16,1250000,3000000,3500000,42751,2,1,NA
,Dennis Srbeny,Norwich,No,Premier League,England,#32,5/5/1994,25,1.90,Forward ,right,ISMG International,Yes,Other,Germany,No,UEFA,0,15,1250000,1500000,1500000,43158,1,0,NA
,Oussama Tannane,Vitesse,No,Eredivisie,Netherlands,#14,3/23/1994,25,1.78,Forward ,left,PURE,Yes,Other,Morocco,No,CAF,1,15,1250000,2500000,3000000,42675,3,9,Knee Injury: Return unknown
Nicolas Isimat-Mirin Charente,Nicolas Isimat-Mirin,Toulouse,No,Ligue 1,France,#15,11/15/1991,28,1.87,Defender ,right,SEG,Yes,Other,France,Yes,UEFA,0,14,1250000,6750000,4500000,41424,6,3,NA
Florent Olivier Sylvain Hanin,Florent Hanin,Vit. Guimaraes,No,Liga NOS,Portugal,#29,2/4/1990,29,1.77,Defender ,left,MNM Sports ...,Yes,Other,France,No,UEFA,0,9,1250000,0,1500000,40160,10,0,NA
William-Jacques Vainqueur,William Vainqueur,Toulouse,No,Ligue 1,France,#21,11/19/1988,31,1.79,Midfielder ,right,Meissa N'diaye,Yes,Other,France,Yes,UEFA,0,7,1250000,9230000,7500000,42058,4,1,NA
,Dante Rigo,Sparta R.,No,Eredivisie,Netherlands,NA,12/11/1998,20,1.80,Midfielder ,right,SEG,Yes,Other,Belgium,No,UEFA,0,5,1250000,0,1500000,43377,1,1,NA
,Yoric Ravet,SC Freiburg,No,Bundesliga,Germany,#16,9/12/1989,30,1.78,Forward ,right,score agencies,Yes,Other,France,No,UEFA,37,4,1250000,7100000,3750000,42928,2,3,NA
,Ferdy Druijf,AZ Alkmaar,No,Eredivisie,Netherlands,#14,2/12/1998,21,1.90,Forward ,right,ESA Soccer,Yes,adidas,Netherlands,Yes,UEFA,0,2,1250000,0,1250000,43649,0,4,NA
Charles Musonda Junior,Charly Musonda Jr.,Vitesse,No,Eredivisie,Netherlands,#27,10/15/1996,23,1.73,Midfielder ,right,KIN,Yes,Other,Belgium,No,UEFA,0,1,1250000,5000000,5000000,42566,3,12,Knee Surgery: Return unknown
Brian Ezequiel Mansilla,Brian Mansilla,Vitoria Setubal,No,Liga NOS,Portugal,#22,4/16/1997,22,1.80,Forward ,left,La Squadra Sports - ...,Yes,Other,Argentina,No,CONMEBOL,0,0,1250000,0,3000000,43228,1,12,NA
Noah Joel Sarenren Bazee,Noah Sarenren Bazee,FC Augsburg,No,Bundesliga,Germany,#17,8/21/1996,23,1.83,Forward ,right,YOUnited Management ...,Yes,Puma,Nigeria,No,CAF,0,0,1250000,1700000,1500000,42758,2,0,Fitness: Return unknown
Javier Espinosa Gonzalez,Javier Espinosa,FC Twente,No,Eredivisie,Netherlands,#8,9/19/1992,27,1.74,Midfielder ,right,YOU FIRST SPORTS ,Yes,Nike,Spain,No,UEFA,1,0,1250000,0,3000000,41840,5,0,NA
,Denis Will Poha,Vit. Guimaraes,No,Liga NOS,Portugal,#28,5/28/1997,22,1.73,Midfielder ,right,Mondial Promotion,Yes,Other,France,No,UEFA,0,0,1250000,0,1250000,43643,0,9,NA
,Issah Abass,FC Utrecht,No,Eredivisie,Netherlands,#21,9/26/1998,21,1.73,Forward ,right,NA,No,Other,Ghana,No,CAF,1,0,1250000,2150000,1500000,43395,1,0,NA
,Joel Drommel,FC Twente,No,Eredivisie,Netherlands,#16,11/16/1996,23,1.93,Goalkeeper,right,Sport Essentials BV,Yes,Other,Netherlands,Yes,UEFA,21,0,1250000,0,1250000,43727,0,4,NA
Carlos Alexandre Reis Pinto,Alex Pinto,Gil Vicente,No,Liga NOS,Portugal,#2,7/8/1998,21,1.87,Defender ,right,Footunited - Joao ...,Yes,Other,Portugal,Yes,UEFA,0,0,1250000,0,1250000,43508,0,7,NA
Victor David Diaz Miguel,Victor Diaz,Granada CF,No,LaLiga,Spain,#16,6/12/1988,31,1.83,Defender ,right,Promoesport,Yes,Other,Spain,Yes,UEFA,0,38,1200000,0,1200000,42759,0,0,Back Injury: Return unknown
Daniel Vukovic / ,Danny Vukovic,KRC Genk,Yes,Jupiler Pro League,Belgium,#1,3/27/1985,34,1.87,Goalkeeper,right,Playmaker Football ...,Yes,Other,Australia,No,AFC,0,37,1200000,0,1200000,43626,0,3,"Achilles tendon rupture: Return expected on Feb 1, 2020"
,Yuri Dyupin,Rubin Kazan,No,Premier Liga,Russia,#22,3/17/1988,31,1.86,Goalkeeper,left,Hawk Football,Yes,Other,Russia,Yes,UEFA,17,30,1200000,0,1200000,43630,0,0,NA
,Remy Descamps,RSC Charleroi,No,Jupiler Pro League,Belgium,#40,6/25/1996,23,1.94,Goalkeeper,left,Henri Zambelli,Yes,Other,France,No,UEFA,0,28,1200000,400000,1200000,43619,0,0,NA
Danijel Miskic,Danijel Miskic,Orenburg,No,Premier Liga,Russia,#8,10/11/1993,26,1.83,Midfielder ,right,PFN,Yes,Other,Croatia,No,UEFA,0,27,1200000,450000,1200000,43630,0,5,NA
,Davy Roef,RSC Anderlecht,No,Jupiler Pro League,Belgium,#33,2/6/1994,25,1.87,Goalkeeper,right,SportPlus Football ...,Yes,Other,Belgium,Yes,UEFA,1,27,1200000,0,2000000,42663,3,0,NA
Vítor Tormena de Farias,Vitor Tormena,Braga,No,Liga NOS,Portugal,#3,1/4/1996,23,1.92,Defender ,right,NA,No,Other,Brazil,No,CONMEBOL,0,26,1200000,1250000,1200000,43749,0,0,Muscle Injury: Return unknown
,Georgi Zotov,Orenburg,No,Premier Liga,Russia,#15,1/12/1990,29,1.75,Defender ,right,Relatives,Yes,Other,Russia,Yes,UEFA,1,26,1200000,0,1200000,43454,0,0,NA
Nguessan Rominigue Kouame,Rominigue Kouame,Cercle Brugge,No,Jupiler Pro League,Belgium,#19,12/17/1996,22,1.77,Midfielder ,left,NA,No,Other,Mali,No,CAF,0,25,1200000,0,1200000,43619,0,1,NA
Catalin Carp,Catalin Carp,Ufa,No,Premier Liga,Russia,#8,10/20/1993,26,1.84,Midfielder ,right,Elite Consulting ...,Yes,Other,Moldova,No,UEFA,1,24,1200000,0,1200000,43630,0,27,NA
,Sander Coopman,Royal Antwerp,No,Jupiler Pro League,Belgium,#20,3/12/1995,24,1.83,Midfielder ,right,SEG,Yes,Nike,Belgium,Yes,UEFA,0,18,1200000,750000,2000000,43109,1,3,NA
,Lasse Sobiech,1. FC Koln,No,Bundesliga,Germany,#3,1/18/1991,28,1.96,Defender ,right,T21plus,Yes,Other,Germany,Yes,UEFA,0,17,1200000,1600000,2000000,43270,1,16,Muscle Injury: Return unknown
,Panagiotis Tachtsidis,Lecce,No,Serie A,Italy,#77,2/15/1991,28,1.91,Midfielder ,left,ACE Management,Yes,adidas,Greece,No,UEFA,0,17,1200000,8400000,3500000,41288,6,25,NA
,Artur Nigmatullin,Arsenal Tula,No,Premier Liga,Russia,#1,5/17/1991,28,1.94,Goalkeeper,right,ESA,Yes,Other,Russia,Yes,UEFA,3,16,1200000,0,1200000,43630,0,0,NA
Antonio Martinez Lopez,Toni Martinez,Famalicao,No,Liga NOS,Portugal,#19,6/30/1997,22,1.87,Forward ,right,Promoesport ...,Yes,Nike,Spain,No,UEFA,4,15,1200000,3000000,1500000,42583,3,0,NA
Mamadou Sylla Diallo,Mamadou Sylla,KAA Gent,No,Jupiler Pro League,Belgium,#18,3/20/1994,25,1.84,Forward ,right,Kick Off Management,Yes,Other,Senegal,No,CAF,0,14,1200000,6350000,3000000,42892,2,0,NA
,Alessio Castro-Montes,KAA Gent,No,Jupiler Pro League,Belgium,#14,5/17/1997,22,1.75,Defender ,,Stirr Associates,Yes,Other,Belgium,Yes,UEFA,1,13,1200000,1200000,1200000,43626,0,0,NA
,Takuma Nishimura,CSKA Moscow,No,Premier Liga,Russia,#19,10/22/1996,23,1.78,Forward ,right,JAPAN SPORTS ...,Yes,Other,Japan,No,AFC,0,12,1200000,1000000,1200000,43630,0,0,NA
,Giorgi Makaridze,Vitoria Setubal,No,Liga NOS,Portugal,#90,3/31/1990,29,1.94,Goalkeeper,right,Ulisses Santos - ...,Yes,Other,Georgia,No,UEFA,7,11,1200000,400000,1500000,42912,2,14,NA
,Alessandro Deiola,Cagliari Calcio,No,Serie A,Italy,#27,8/1/1995,24,1.90,Midfielder ,right,Mino Raiola,Yes,Other,Italy,Yes,UEFA,0,10,1200000,0,1600000,42534,3,0,NA
,Danil Stepanov,Rubin Kazan,No,Premier Liga,Russia,#69,1/25/2000,19,1.72,Defender ,left,NA,No,Other,Russia,Yes,UEFA,0,10,1200000,0,1200000,43718,0,2,NA
,Vanja Milinkovic-Savic,Standard Liege,No,Jupiler Pro League,Belgium,#30,2/20/1997,22,2.02,Goalkeeper,right,DOO Magnum,Yes,Other,Serbia,No,UEFA,6,8,1200000,4350000,2000000,43098,2,9,Calf Problems: Return unknown
,Senna Miangue,Standard Liege,No,Jupiler Pro League,Belgium,#23,2/5/1997,22,1.92,Defender ,left,NA,No,Puma,Belgium,Yes,UEFA,0,6,1200000,3200000,2000000,42657,3,11,NA
Ramil Teymur oglu Seydayev,Ramil Sheydaev,Dinamo Moscow,No,Premier Liga,Russia,#99,3/15/1996,23,1.87,Forward ,right,MARTIN RIHA,Yes,Other,Azerbaijan,No,UEFA,0,0,1200000,170000,1200000,43630,0,24,NA
Ritchie Ria Alfons De Laet,Ritchie De Laet,Royal Antwerp,No,Jupiler Pro League,Belgium,#2,11/28/1988,30,1.86,Defender ,right,YMU Group,Yes,adidas,Belgium,Yes,UEFA,0,0,1200000,3950000,2500000,41863,5,2,NA
Oier Sanjurjo Mate,Oier,CA Osasuna,No,LaLiga,Spain,#6,5/25/1986,33,1.78,Midfielder ,right,GLOBAL ASES,Yes,Other,Spain,Yes,UEFA,1,0,1200000,0,2000000,41439,6,0,"Yellow card suspension - LaLigauntil Nov 25, 2019"
,Alimami Gory,Cercle Brugge,No,Jupiler Pro League,Belgium,#28,8/30/1996,23,1.82,Midfielder ,right,TF,Yes,Other,France,No,UEFA,1,0,1200000,0,1200000,43721,0,0,NA
Duje Cop,Duje Cop,Standard Liege,No,Jupiler Pro League,Belgium,#7,2/1/1990,29,1.84,Forward ,right,Pharos Sport Agency,Yes,Other,Croatia,No,UEFA,0,0,1200000,9030000,5000000,42759,2,14,NA
Jose Francisco Cevallos Enriquez,Jose Francisco Cevallos Jr.,Portimonense,No,Liga NOS,Portugal,#25,1/18/1995,24,1.86,Midfielder ,right,SEG,Yes,Other,Ecuador,No,CONMEBOL,0,0,1200000,1360000,2200000,43254,1,3,NA
,Jan Van den Bergh,KAA Gent,No,Jupiler Pro League,Belgium,#5,10/2/1994,25,1.89,Defender ,left,Stirr Associates,Yes,Other,Belgium,Yes,UEFA,0,0,1200000,15000,1200000,43626,0,0,NA
,Baktiyar Zaynutdinov,Rostov,No,Premier Liga,Russia,#18,4/2/1998,21,1.83,Midfielder ,left,NESTA SPORT GROUP,Yes,Other,Kazakhstan,No,UEFA,1,0,1200000,161000,1200000,43462,0,13,NA
Brandon Joel Gaetano Borrello,Brandon Borrello,SC Freiburg,No,Bundesliga,Germany,#21,7/25/1995,24,1.77,Forward ,right,JB Sports2Business ...,Yes,Other,Australia,No,AFC,0,0,1200000,150000,1200000,43740,0,3,NA
,Andrey Sinitsyn,Krasnodar,No,Premier Liga,Russia,#88,6/23/1988,31,1.96,Goalkeeper,right,D-Sports,Yes,Other,Russia,Yes,UEFA,0,0,1200000,370000,1500000,43092,2,0,Unknown Injury: Return unknown
,Evgeni Markov,Rubin Kazan,No,Premier Liga,Russia,#20,7/7/1994,25,1.87,Forward ,right,D-Sports,Yes,Other,Russia,Yes,UEFA,2,0,1200000,145000,1200000,43092,0,1,NA
Jose Antonio Martinez Gil,Jose Antonio Martinez,Granada CF,No,LaLiga,Spain,#5,2/12/1993,26,1.91,Defender ,left,Media Base Sports,Yes,Other,Spain,Yes,UEFA,0,0,1200000,0,1200000,43645,0,0,NA
,Denis Polyakov,Ural,No,Premier Liga,Russia,#19,4/17/1991,28,1.84,Defender ,right,AF Sport Management,Yes,Other,Belarus,No,UEFA,0,0,1200000,450000,1800000,41457,6,41,NA
,Eduard Sobol,Club Brugge,Yes,Jupiler Pro League,Belgium,#2,4/20/1995,24,1.86,Defender ,left,RGFOOTBALL,Yes,Other,Ukraine,No,UEFA,0,0,1200000,0,2500000,43090,2,12,NA
,Lukas Nmecha,VfL Wolfsburg,No,Bundesliga,Germany,#22,12/14/1998,20,1.85,Forward ,right,Stellar Football Ltd,Yes,Other,Germany,Yes,UEFA,0,41,1000000,0,1000000,43523,0,6,NA
Gustavo Adrian Ramos Vasquez,Adrian Ramos,Granada CF,No,LaLiga,Spain,#20,1/22/1986,33,1.85,Forward ,right,Colombiagol SAS,Yes,adidas,Colombia,No,CONMEBOL,0,39,1000000,23700000,13000000,41830,5,37,NA
,Renaud Cohade,FC Metz,No,Ligue 1,France,#24,9/29/1984,35,1.81,Midfielder ,right,score agencies,Yes,Other,France,Yes,UEFA,1,38,1000000,500000,4000000,41424,6,0,NA
,Simone Iacoponi,Parma,No,Serie A,Italy,#2,4/30/1987,32,1.80,Defender ,right,Football Company Srl,Yes,Other,Italy,Yes,UEFA,0,38,1000000,70000,1000000,43622,0,0,NA
,Romain Philippoteaux,Nimes Olympique,No,Ligue 1,France,#7,3/2/1988,31,1.70,Midfielder ,both,Just 4 player Group,Yes,Other,France,Yes,UEFA,3,38,1000000,3650000,2000000,42161,4,0,NA
Diego López Rodríguez,Diego Lopez,Espanyol,No,LaLiga,Spain,#13,11/3/1981,38,1.96,Goalkeeper,right,Manuel García ...,Yes,Other,Spain,Yes,UEFA,23,38,1000000,14050000,16000000,40016,10,1,NA
Gabriel Vasconcelos Ferreira,Gabriel,Lecce,No,Serie A,Italy,#21,9/27/1992,27,1.93,Goalkeeper,right,M.A.R.A.T. Football ...,Yes,adidas,Brazil,No,CONMEBOL,25,36,1000000,500000,2800000,42184,4,2,NA
,John Boye,FC Metz,No,Ligue 1,France,#21,4/23/1987,32,1.84,Defender ,right,not clarified,Yes,Other,Ghana,No,CAF,0,36,1000000,0,2500000,41281,6,64,NA
Liam Anthony Kelly,Liam Kelly,Feyenoord,No,Eredivisie,Netherlands,#8,11/22/1995,23,1.63,Midfielder ,right,Unique Sports ...,Yes,Other,Ireland,No,UEFA,0,36,1000000,0,1000000,43367,0,1,NA
Rafal Gikiewicz,Rafal Gikiewicz,Union Berlin,No,Bundesliga,Germany,#1,10/26/1987,32,1.90,Goalkeeper,right,NA,No,adidas,Poland,No,UEFA,17,34,1000000,1250000,1000000,43628,0,0,NA
,Mato Jajalo,Udinese Calcio,No,Serie A,Italy,#8,5/25/1988,31,1.82,Midfielder ,right,Davor Curkovic,Yes,Other,Bosnia-Herzegovina,No,UEFA,0,33,1000000,4250000,3500000,40834,8,11,NA
Janis Jonathan Blaswich,Janis Blaswich,Heracles Almelo,No,Eredivisie,Netherlands,#1,5/2/1991,28,1.93,Goalkeeper,right,PRO Profil GmbH,Yes,adidas,Germany,No,UEFA,18,33,1000000,0,1000000,43462,0,0,NA
Bruno Eduardo Regufe Alves,Bruno Alves,Parma,No,Serie A,Italy,#22,11/27/1981,37,1.89,Defender ,right,Gestifute,Yes,Nike,Portugal,No,UEFA,0,33,1000000,27500000,18000000,40372,9,96,NA
,Mike van Duinen,PEC Zwolle,No,Eredivisie,Netherlands,#9,11/6/1991,28,1.85,Forward ,both,Key Sports ...,Yes,Other,Netherlands,Yes,UEFA,0,33,1000000,1250000,2000000,41945,5,0,NA
,Haris Belkebla,Stade Brest 29,No,Ligue 1,France,#7,1/28/1994,25,1.77,Midfielder ,right,no agent,Yes,Other,Algeria,No,CAF,0,33,1000000,0,1000000,42814,0,1,NA
Raúl García Carnero,Raul Garcia,Getafe,No,LaLiga,Spain,#14,4/30/1989,30,1.79,Defender ,left,JV SPORTS SL,Yes,Other,Spain,Yes,UEFA,0,33,1000000,0,1000000,42566,0,0,NA
,Marius Bulter,Union Berlin,No,Bundesliga,Germany,#15,3/29/1993,26,1.88,Forward ,right,TPWE GmbH,Yes,Other,Germany,Yes,UEFA,3,32,1000000,400000,1000000,43740,0,0,NA
Hueglo dos Santos Neris,Neris,Boavista,No,Liga NOS,Portugal,#27,6/17/1992,27,1.92,Defender ,right,Prodigy Players,Yes,Other,Brazil,No,CONMEBOL,0,32,1000000,0,1000000,43623,0,0,NA
Patrick de Oliveira Vieira,Patrick,Santa Clara,No,Liga NOS,Portugal,#91,1/22/1991,28,1.73,Defender ,right,Bucket Group ...,Yes,Other,Brazil,No,CONMEBOL,0,32,1000000,0,1500000,42912,2,0,NA
,Marvin Gakpa,FC Metz,No,Ligue 1,France,#10,11/1/1993,26,1.82,Midfielder ,right,FS Management,Yes,Other,France,Yes,UEFA,0,32,1000000,0,1000000,43643,0,0,NA
Képler Laveran Lima Ferreira,Pepe,FC Porto,No,Liga NOS,Portugal,#3,2/26/1983,36,1.87,Defender ,right,Gestifute,Yes,Other,Portugal,Yes,UEFA,1,32,1000000,32000000,30000000,39273,12,109,NA
Esteban Rodrigo Burgos,Esteban Burgos,SD Eibar,No,LaLiga,Spain,#2,1/9/1992,27,1.91,Defender ,right,NA,No,Other,Argentina,No,CONMEBOL,0,32,1000000,0,1000000,43645,0,0,NA
,Manuel Schmiedebach,Union Berlin,No,Bundesliga,Germany,#24,12/5/1988,30,1.71,Midfielder ,right,Robert Schneider,Yes,adidas,Germany,Yes,UEFA,0,32,1000000,0,5500000,40931,7,10,NA
Jhon Eduard Murillo Romana,Jhon Murillo,Tondela,No,Liga NOS,Portugal,#15,11/21/1995,24,1.70,Forward ,right,Univers Management,Yes,Other,Venezuela,No,CONMEBOL,0,32,1000000,1500000,1300000,43014,2,30,NA
,Markus Schubert,FC Schalke 04,No,Bundesliga,Germany,#23,6/12/1998,21,1.87,Goalkeeper,right,11WINS,Yes,Other,Germany,Yes,UEFA,0,31,1000000,0,1000000,43473,0,4,NA
,Mike Frantz,SC Freiburg,No,Bundesliga,Germany,#8,10/14/1986,33,1.82,Midfielder ,left,arena11 sports group,Yes,Other,Germany,Yes,UEFA,0,31,1000000,1100000,2500000,40555,8,0,NA
Zainadine Abdula Chavango Júnior,Zainadine Junior,Marítimo,No,Liga NOS,Portugal,#5,6/24/1988,31,1.80,Defender ,right,MFS - Managing ...,Yes,Other,Mozambique,No,CAF,0,31,1000000,100000,2000000,42186,4,48,Unknown Injury: Return unknown
